日付,エンゲージ ビュー,チャンネル登録者,平均再生率（%） (%),追加された動画,公開済みの動画,インプレッション数,インプレッションのクリック率 (%),視聴を継続 (%),ユニーク視聴者数,視聴者あたりの平均視聴回数,新しい視聴者数,リピーター,ライトな視聴者,コアな視聴者,ハイプ,ハイプポイント,登録者増加数,登録者減少数,高評価数,低評価数,高評価率（低評価比） (%),共有数,コメントの追加回数,売上合計 (JPY),注文数,承認済みのコミッション (JPY),保留中のコミッション (JPY),返却された商品 (JPY),YouTube Premium の視聴回数,YouTube Premium 総再生時間（単位: 時間）,再生リストの総再生時間（単位: 時間）,再生リストからの視聴,再生リスト開始あたりの再生回数,ストリーミング時間,設定されているリマインダーの数,チャット メッセージ,リアクション,投稿のインプレッション,投稿の高評価,投稿の高評価率 (%),投稿のチャンネル登録者,投稿の回答,投稿の返信率 (%),リミックス数,リミックス視聴回数,コミュニティ クリップの視聴回数,コミュニティ クリップから発生した総再生時間（単位は時間）,カードのクリック数,カードの表示回数,カード ティーザーの表示回数,カードのティーザーのクリック数,カード表示 1 回あたりのクリック数 (%),カード ティーザー表示 1 回あたりのクリック数 (%),終了画面要素のクリック数,終了画面要素の表示回数,終了画面要素のクリック率 (%),視聴回数,総再生時間（単位: 時間）,平均視聴時間
合計,1939978,589,125.18,262,209,1853505,2.58,38.26,0,0,0,0,0,0,0,0,1031,442,30347,2740,91.72,122,130,0,0,0,0,0,26285,93.7551,0,0,0,0,0,0,0,0,0,0,0,0,0,1,64,0,0,0,0,0,0,0,0,0,0,0,4368256,12590.2109,0:00:21
2023-12-13,19490,8,113,1,4,3225,2.57,36.8,18441,1.0569,15590,2851,2851,0,0,0,11,3,104,-7,107.22,1,0,,,,,,539,2.0321,,,,,0,,,,,,0,,,,,0,0,0,0,0,0,,,0,0,,19490,93.3991,0:00:17
2023-11-11,17828,0,97.44,,,10,0,,16474,1.0822,16096,378,378,0,0,0,0,0,5,1,83.33,0,0,,,,,,0,0,,,,,0,,,,,,0,,,,,0,0,0,0,0,0,,,0,0,,17828,72.3805,0:00:14
2023-12-26,14743,10,117.93,17,3,3431,2.36,40.78,13971,1.0553,11635,2336,2336,0,0,0,12,2,426,136,75.8,0,2,,,,,,313,0.9843,,,,,0,,,,,,0,,,,,0,0,0,0,0,0,,,0,0,,14743,98.2858,0:00:24
2023-12-07,14328,10,112.43,0,1,5238,3.09,35.98,13097,1.094,11479,1618,1618,0,0,0,12,2,165,112,59.57,0,3,,,,,,232,0.9207,,,,,0,,,,,,0,,,,,0,0,0,0,0,0,,,0,0,,14328,68.1861,0:00:17
2023-11-24,12606,21,117.11,9,3,3577,3.61,38.4,11635,1.0835,10899,736,736,0,0,0,26,5,187,72,72.2,1,5,,,,,,595,2.1819,,,,,0,,,,,,0,,,,,0,0,0,0,0,0,,,0,0,,12606,64.2858,0:00:18
2023-12-21,12588,6,143.72,9,3,2624,2.74,43.89,11871,1.0604,9995,1876,1876,0,0,0,6,0,411,127,76.39,0,3,,,,,,250,0.9541,,,,,0,,,,,,0,,,,,0,0,0,0,0,0,,,0,0,,12588,97.2477,0:00:27
2023-11-25,12184,29,104.03,0,3,4863,3,42.06,11377,1.0709,10671,706,706,0,0,0,36,7,117,6,95.12,1,1,,,,,,759,2.726,,,,,0,,,,,,0,,,,,0,0,0,0,0,0,,,0,0,,12184,55.761,0:00:16
2023-12-20,12180,7,126.05,8,3,2295,2.79,41.92,11529,1.0565,9728,1801,1801,0,0,0,11,4,247,191,56.39,1,4,,,,,,396,1.495,,,,,0,,,,,,0,,,,,0,0,0,0,0,0,,,0,0,,12180,80.6691,0:00:23
2023-12-27,12122,-1,142.3,4,2,2791,1.9,24.16,11592,1.0457,9025,2567,2567,0,0,0,1,2,566,11,98.09,0,0,,,,,,9,0.0209,,,,,0,,,,,,0,,,,,0,0,0,0,0,0,,,0,0,,12122,108.176,0:00:32
2023-12-04,12110,15,119.64,6,3,4192,2.81,36.74,11291,1.0725,10316,975,975,0,0,0,26,11,133,50,72.68,2,1,,,,,,675,2.7455,,,,,0,,,,,,0,,,,,0,0,0,0,0,0,,,0,0,,12110,63.2067,0:00:18
2023-12-11,11727,8,151.31,0,3,2950,2.31,40.21,10932,1.0727,9739,1193,1193,0,0,0,13,5,236,74,76.13,1,4,,,,,,512,1.7723,,,,,0,,,,,,0,,,,,0,0,0,0,0,0,,,0,0,,11727,76.6589,0:00:23
2024-01-05,11650,0,134.8,,,6082,1.71,38.55,10916,1.0672,9049,1867,1867,0,0,0,0,0,307,89,77.53,1,1,,,,,,7,0.0482,,,,,0,,,,,,0,,,,,0,0,0,0,0,0,,,0,0,,11650,105.1023,0:00:32
2023-12-22,11585,3,187.42,0,1,3051,3.08,43.99,10934,1.0595,9457,1477,1477,0,0,0,7,4,387,53,87.95,0,0,,,,,,170,0.5851,,,,,0,,,,,,0,,,,,0,0,0,0,0,0,,,0,0,,11585,108.7085,0:00:33
2023-12-28,11167,1,112.63,0,2,2184,2.43,38.27,10562,1.0573,8581,1981,1981,0,0,0,3,2,392,-54,115.98,0,0,,,,,,140,0.4629,,,,,0,,,,,,0,,,,,0,0,0,0,0,0,,,0,0,,11167,75.0008,0:00:24
2024-01-25,11152,1,139.75,1,2,932,4.51,34.77,10427,1.0695,7726,2701,2701,0,0,0,2,1,258,42,86,0,0,,,,,,58,0.225,,,,,0,,,,,,0,,,,,0,0,0,0,0,0,,,0,0,,11152,70.5578,0:00:22
2023-12-16,10935,-1,118.06,0,1,2274,2.33,32.99,10141,1.0783,7481,2660,2660,0,0,0,0,1,82,4,95.35,0,0,,,,,,37,0.0979,,,,,0,,,,,,0,,,,,0,0,0,0,0,0,,,0,0,,10935,53.4013,0:00:17
2023-11-26,10921,13,90.76,0,3,4408,2.2,42.02,10102,1.0811,9706,396,396,0,0,0,20,7,60,3,95.24,0,0,,,,,,831,3.8546,,,,,0,,,,,,0,,,,,0,0,0,0,0,0,,,0,0,,10921,43.9283,0:00:14
2024-01-24,10595,1,147.08,2,1,1341,2.16,37.56,10070,1.0521,7749,2321,2321,0,0,0,2,1,199,88,69.34,3,0,,,,,,125,0.4974,,,,,0,,,,,,0,,,,,0,0,0,0,0,0,,,0,0,,10595,69.4658,0:00:23
2023-12-30,10448,15,105.62,0,3,2875,2.96,48.74,9678,1.0796,8465,1213,1213,0,0,0,17,2,251,1,99.6,0,4,,,,,,443,1.6291,,,,,0,,,,,,0,,,,,0,0,0,0,0,0,,,0,0,,10448,59.7424,0:00:20
2024-12-13,9988,1,143.24,,,2601,3.84,41.9,9250,1.0798,6501,2749,2749,0,0,0,1,0,160,66,70.8,0,1,,,,,,9,0.0281,,,,,0,,,,,,0,,,,,0,0,0,0,0,0,,,0,0,,9988,61.9581,0:00:22
2025-05-16,9638,3,128.94,,,7500,2.11,19.87,9182,1.0497,6539,2643,2620,23,0,0,4,1,124,22,84.93,0,0,,,,,,28,0.0495,,,,,0,,,,,,0,,,,,0,0,0,0,0,0,,,0,0,,10486,53.8293,0:00:20
2023-11-27,9285,14,100.32,3,3,4832,2.73,40.06,8517,1.0902,8029,488,488,0,0,0,25,11,75,25,75,1,3,,,,,,763,3.3924,,,,,0,,,,,,0,,,,,0,0,0,0,0,0,,,0,0,,9285,41.3205,0:00:16
2024-01-03,9279,3,106.22,0,2,2781,2.05,44.59,8661,1.0714,7162,1499,1499,0,0,0,8,5,286,26,91.67,0,0,,,,,,182,0.7129,,,,,0,,,,,,0,,,,,0,0,0,0,0,0,,,0,0,,9279,58.6394,0:00:22
2025-03-14,9207,1,139.07,,,8552,1.7,23.18,8707,1.0574,5552,3111,3111,0,0,0,1,0,133,7,95,3,0,,,,,,5,0.0169,,,,,0,,,,,,0,,,,,0,0,0,0,0,0,,,0,0,,9207,54.3953,0:00:21
2024-01-01,9182,4,127.39,0,2,1788,1.9,37.35,8681,1.0577,6967,1714,1714,0,0,0,8,4,281,44,86.46,1,0,,,,,,136,0.4455,,,,,0,,,,,,0,,,,,0,0,0,0,0,0,,,0,0,,9182,71.1967,0:00:27
2023-12-10,8972,8,144.78,12,2,5002,1.9,39.06,8499,1.0557,7393,1106,1106,0,0,0,12,4,168,69,70.89,0,1,,,,,,453,1.4513,,,,,0,,,,,,0,,,,,0,0,0,0,0,0,,,0,0,,8972,55.9905,0:00:22
2023-12-08,8848,2,172.31,,,7526,2.38,37.44,8209,1.0778,6763,1446,1446,0,0,0,2,0,213,57,78.89,0,0,,,,,,40,0.1953,,,,,0,,,,,,0,,,,,0,0,0,0,0,0,,,0,0,,8848,63.7726,0:00:25
2025-05-14,8700,0,128.89,,,8696,1.22,10.91,8388,1.0372,5868,2520,2496,24,0,0,0,0,135,52,72.19,2,0,,,,,,11,0.0312,,,,,0,,,,,,0,,,,,0,0,0,0,0,0,,,0,0,,10015,49.1276,0:00:20
2023-12-29,8657,3,106.97,0,2,1790,2.74,33.98,8188,1.0573,6765,1423,1423,0,0,0,5,2,353,13,96.45,0,0,,,,,,85,0.273,,,,,0,,,,,,0,,,,,0,0,0,0,0,0,,,0,0,,8657,56.5657,0:00:23
2025-02-28,8654,1,139.7,,,4960,2,32.41,8221,1.0527,5439,2782,2782,0,0,0,1,0,148,19,88.62,0,1,,,,,,5,0.0121,,,,,0,,,,,,0,,,,,0,0,0,0,0,0,,,0,0,,8654,51.2549,0:00:21
2025-12-06,8500,3,111.8,,,4346,2.19,51.15,8016,1.0604,5493,2523,2504,19,0,0,5,2,0,0,,0,0,,,,,,186,0.5893,,,,,0,,,,,,0,,,,,0,0,0,0,0,0,,,0,0,,101913,100.3146,0:00:20
2025-02-04,8405,0,126.17,,,4590,1.9,31.85,8033,1.0463,5954,2079,2079,0,0,0,0,0,137,52,72.49,0,0,,,,,,9,0.0685,,,,,0,,,,,,0,,,,,0,0,0,0,0,0,,,0,0,,8405,46.8402,0:00:20
2025-05-23,8387,1,113.65,,,5432,3.02,33.91,7873,1.0653,5159,2714,2688,26,0,0,2,1,134,25,84.28,0,0,,,,,,26,0.0537,,,,,0,,,,,,0,,,,,0,0,0,0,0,0,,,0,0,,9095,41.9923,0:00:17
2024-02-17,8364,3,122.5,0,1,2501,2.6,37.55,7787,1.0741,5961,1826,1826,0,0,0,4,1,174,114,60.42,0,1,,,,,,74,0.249,,,,,0,,,,,,0,,,,,0,0,0,0,0,0,,,0,0,,8364,46.7998,0:00:20
2025-02-14,8334,-2,129.4,,,5327,1.35,25.49,7900,1.0549,5301,2599,2599,0,0,0,1,3,90,34,72.58,0,0,,,,,,5,0.018,,,,,0,,,,,,0,,,,2,0,0,0,0,0,0,,,0,0,,8334,46.6309,0:00:20
2024-12-10,8275,0,150.6,,,1921,2.19,42.36,7998,1.0346,5563,2435,2435,0,0,0,0,0,161,69,70,0,0,,,,,,5,0.0161,,,,,0,,,,,,0,,,,,0,0,0,0,0,0,,,0,0,,8275,52.7431,0:00:22
2024-01-26,8109,7,108.85,9,5,2678,2.28,36.52,7511,1.0796,5965,1546,1546,0,0,0,11,4,148,-89,250.85,2,1,,,,,,207,0.6752,,,,,0,,,,,,0,,,,,0,0,0,0,0,0,,,0,0,,8109,41.8174,0:00:18
2023-11-04,8070,0,159.19,,,31,22.58,0,7645,1.0556,7529,116,116,0,0,0,1,1,260,101,72.02,0,2,,,,,,0,0,,,,,0,,,,,,0,,,,,0,0,0,0,0,0,,,0,0,,8070,53.5266,0:00:23
2024-12-14,8049,-1,120.23,,,4108,2.04,40.88,7705,1.0446,5217,2488,2488,0,0,0,0,1,79,-36,183.72,0,0,,,,,,2,0.0069,,,,,0,,,,,,0,,,,,0,0,0,0,0,0,,,0,0,,8049,41.5211,0:00:18
2025-03-07,8041,3,131.66,,,3638,3.24,47.95,7635,1.0532,5260,2375,2375,0,0,0,4,1,116,37,75.82,1,0,,,,,,9,0.0289,,,,,0,,,,,,0,,,,,0,0,0,0,0,0,,,0,0,,8041,45.3903,0:00:20
2023-12-12,7985,6,160.44,0,3,3323,2.53,40.41,7578,1.0537,6359,1219,1219,0,0,0,7,1,160,7,95.81,0,2,,,,,,216,0.7786,,,,,0,,,,,,0,,,,,0,0,0,0,0,0,,,0,0,,7985,54.9013,0:00:24
2024-01-28,7936,5,130.8,9,3,2556,2.11,37.32,7346,1.0803,5639,1707,1707,0,0,0,7,2,135,52,72.19,0,1,,,,,,288,0.9441,,,,,0,,,,,,0,,,,,0,0,0,0,0,0,,,0,0,,7936,47.5921,0:00:21
2023-12-24,7842,1,82.54,8,7,1843,2.28,37.8,7546,1.0392,6890,656,656,0,0,0,7,6,76,-20,135.71,0,1,,,,,,472,1.6896,,,,,0,,,,,,0,,,,,0,0,0,0,0,0,,,0,0,,7842,32.3937,0:00:14
2023-12-06,7749,17,90.83,0,3,4046,2.57,41.68,7110,1.0899,6418,692,692,0,0,0,22,5,41,13,75.93,3,4,,,,,,360,1.4497,,,,,0,,,,,,0,,,,,0,0,0,0,0,0,,,0,0,,7749,31.004,0:00:14
2024-01-02,7626,6,99.64,0,2,2281,1.45,36.36,7201,1.059,5868,1333,1333,0,0,0,12,6,212,8,96.36,1,3,,,,,,301,1.1308,,,,,0,,,,,,0,,,,,0,0,0,0,0,0,,,0,0,,7626,43.7305,0:00:20
2023-12-14,7623,3,142.61,4,0,2686,2.23,43.37,7254,1.0509,5861,1393,1393,0,0,0,4,1,57,-10,121.28,1,0,,,,,,196,1.0458,,,,,0,,,,,,0,,,,,0,0,0,0,0,0,,,0,0,,7623,46.3007,0:00:21
2025-03-13,7597,2,132.9,,,4908,1.55,20.94,7218,1.0525,4901,2317,2317,0,0,0,2,0,130,48,73.03,0,0,,,,,,5,0.0228,,,,,0,,,,,,0,,,,,0,0,0,0,0,0,,,0,0,,7597,42.8972,0:00:20
2025-03-19,7488,1,139.45,,,4299,2.21,21.93,7124,1.0511,4573,2551,2529,22,0,0,1,0,136,38,78.16,1,0,,,,,,42,0.169,,,,,0,,,,,,0,,,,,0,0,0,0,0,0,,,0,0,,7488,44.763,0:00:21
2023-11-28,7371,11,81.37,3,3,3906,2.84,38.22,6848,1.0764,6435,413,413,0,0,0,21,10,53,9,85.48,3,4,,,,,,565,1.9139,,,,,0,,,,,,0,,,,,0,0,0,0,0,0,,,0,0,,7371,26.6107,0:00:12
2025-03-21,7294,0,124.94,,,4617,1.47,18.13,6970,1.0465,4421,2549,2529,20,0,0,0,0,150,18,89.29,0,0,,,,,,2,0.0022,,,,,0,,,,,,0,,,,,0,0,0,0,0,0,,,0,0,,7294,38.7583,0:00:19
2025-04-11,7061,2,133.6,,,3222,3.48,55.43,6795,1.0391,4195,2600,2584,16,0,0,3,1,103,15,87.29,0,1,,,,,,23,0.052,,,,,0,,,,,,0,,,,,0,0,0,0,0,0,,,0,0,,7298,40.9361,0:00:20
2024-05-25,7053,1,132.14,,,3798,2.5,46.97,6647,1.0611,4632,2015,2015,0,0,0,2,1,130,69,65.33,0,1,,,,,,6,0.0946,,,,,0,,,,,,0,,,,,0,0,0,0,0,0,,,0,0,,7053,44.06,0:00:22
2024-04-19,6966,2,132.51,,,4108,2.22,29.06,6385,1.091,4223,2162,2162,0,0,0,2,0,90,61,59.6,0,0,,,,,,5,0.0157,,,,,0,,,,,,0,,,,,0,0,0,0,0,0,,,0,0,,6966,46.9939,0:00:24
2023-11-15,6782,0,97.46,6,0,29,6.9,27.1,6586,1.0298,6061,525,525,0,0,0,0,0,0,-1,-0,0,0,,,,,,46,0.1468,,,,,0,,,,,,0,,,,,0,0,0,0,0,0,,,0,0,,6782,27.5784,0:00:14
2025-04-18,6662,1,147.59,,,3456,3.85,85.13,6284,1.0602,3828,2456,2437,19,0,0,2,1,109,24,81.95,0,0,,,,,,17,0.036,,,,,0,,,,,,0,,,,,0,0,0,0,0,0,,,0,0,,8299,43.0203,0:00:23
2024-01-13,6659,0,131.92,,,831,4.45,32.65,6369,1.0455,4521,1848,1848,0,0,0,0,0,133,-1,100.76,0,0,,,,,,16,0.0493,,,,,0,,,,,,0,,,,,0,0,0,0,0,0,,,0,0,,6659,44.9151,0:00:24
2024-01-14,6591,-1,117.03,,,717,3.35,46.46,6298,1.0465,4563,1735,1735,0,0,0,0,1,117,38,75.48,1,0,,,,,,4,0.0189,,,,,0,,,,,,0,,,,,0,0,0,0,0,0,,,0,0,,6591,41.8483,0:00:22
2025-02-07,6555,1,124.74,,,4652,1.76,26.25,6187,1.0595,4268,1919,1919,0,0,0,1,0,98,17,85.22,0,0,,,,,,6,0.0388,,,,,0,,,,,,0,,,,,0,0,0,0,0,0,,,0,0,,6555,34.9286,0:00:19
2025-11-15,6547,2,131.18,,,6483,1.47,10.36,6199,1.0561,4149,2050,2037,13,0,0,2,0,6,0,100,0,0,,,,,,14,0.0245,,,,,0,,,,,,0,,,,,0,0,0,0,0,0,,,0,0,,97238,83.4359,0:00:21
2025-05-15,6525,1,136.07,,,5742,2.19,11.57,6207,1.0512,4169,2038,2027,11,0,0,3,2,88,-2,102.33,5,0,,,,,,35,0.123,,,,,0,,,,,,0,,,,,0,0,0,0,0,0,,,0,0,,7813,38.7079,0:00:21
2023-11-02,6504,0,164.06,,,16,12.5,,6403,1.0158,6403,0,0,0,0,0,0,0,97,70,58.08,0,0,,,,,,0,0,,,,,0,,,,,,0,,,,,0,0,0,0,0,0,,,0,0,,6504,44.4614,0:00:24
2025-04-04,6452,2,119.36,,,3354,3.82,48.06,6180,1.044,3981,2199,2180,19,0,0,3,1,102,17,85.71,0,0,,,,,,16,0.0504,,,,,0,,,,,,0,,,,,0,0,0,0,0,0,,,0,0,,6698,33.2845,0:00:18
2024-01-04,6352,4,89.75,6,2,13036,1.57,42.12,5902,1.0762,5077,825,825,0,0,0,9,5,206,5,97.63,1,1,,,,,,195,0.679,,,,,0,,,,,,0,,,,,0,0,0,0,0,0,,,0,0,,6352,35.8509,0:00:20
2025-12-05,6342,0,126.86,0,1,4031,2.85,34.75,6040,1.05,4088,1952,1940,12,0,0,0,0,14,4,77.78,2,0,,,,,,254,0.3526,,,,,0,,,,,,0,,,,,0,0,0,0,0,0,,,0,0,,82052,74.2057,0:00:19
2023-12-15,6147,7,122.71,6,5,2573,3.07,40.53,5823,1.0556,4904,919,919,0,0,0,8,1,67,-9,115.52,1,0,,,,,,222,0.8397,,,,,0,,,,,,0,,,,,0,0,0,0,0,0,,,0,0,,6147,33.6732,0:00:19
2025-03-20,6062,1,138.77,,,2903,3.03,27.27,5882,1.0306,3753,2129,2109,20,0,0,1,0,131,14,90.34,0,0,,,,,,1,0.0023,,,,,0,,,,,,0,,,,,0,0,0,0,0,0,,,0,0,,6062,35.6546,0:00:21
2023-12-05,6055,6,96.31,3,3,3541,2.57,37.64,5652,1.0713,5195,457,457,0,0,0,13,7,72,-22,144,0,0,,,,,,413,1.5508,,,,,0,,,,,,0,,,,,0,0,0,0,0,0,,,0,0,,6055,25.6637,0:00:15
2025-04-25,5968,0,136.1,,,3781,2.99,88.85,5679,1.0509,3593,2086,2064,22,0,0,1,1,136,23,85.53,0,0,,,,,,49,0.1855,,,,,0,,,,,,0,,,,,0,0,0,0,0,0,,,0,0,,7465,35.8,0:00:21
2025-05-17,5930,0,115.82,,,3110,3.7,48.99,5789,1.0244,3878,1911,1886,25,0,0,0,0,66,-7,111.86,1,0,,,,,,16,0.0331,,,,,0,,,,,,0,,,,,0,0,0,0,0,0,,,0,0,,6142,29.4572,0:00:17
2024-12-20,5797,0,140.17,,,2477,3.51,58.62,5433,1.067,3282,2151,2151,0,0,0,0,0,89,19,82.41,0,0,,,,,,9,0.0352,,,,,0,,,,,,0,,,,,0,0,0,0,0,0,,,0,0,,5797,34.8445,0:00:21
2025-03-28,5746,3,117.38,,,4372,2.31,47.25,5507,1.0434,3485,2022,2013,9,0,0,3,0,93,10,90.29,0,0,,,,,,5,0.0131,,,,,0,,,,,,0,,,,,0,0,0,0,0,0,,,0,0,,5746,28.7298,0:00:18
2025-05-10,5745,0,132.95,,,4301,3.26,27.12,5405,1.0629,3486,1919,1908,11,0,0,0,0,94,0,100,0,0,,,,,,25,0.0722,,,,,0,,,,,,0,,,,,0,0,0,0,0,0,,,0,0,,6452,33.2342,0:00:20
2024-01-06,5680,0,117.06,,,5561,2.59,40.15,5402,1.0515,4395,1007,1007,0,0,0,0,0,167,-20,113.61,0,0,,,,,,24,0.272,,,,,0,,,,,,0,,,,,0,0,0,0,0,0,,,0,0,,5680,46.5412,0:00:29
2023-12-17,5593,-1,139.09,,,1450,2.28,37.14,5401,1.0355,3951,1450,1450,0,0,0,0,1,63,18,77.78,0,0,,,,,,17,0.0658,,,,,0,,,,,,0,,,,,0,0,0,0,0,0,,,0,0,,5593,32.2849,0:00:20
2024-02-28,5555,0,139.39,,,1239,3.47,29.3,5253,1.0575,3953,1300,1300,0,0,0,0,0,174,49,78.03,0,0,,,,,,2,0.0137,,,,,0,,,,,,0,,,,,0,0,0,0,0,0,,,0,0,,5555,33.9807,0:00:22
2025-11-28,5527,2,118.08,2,1,5001,2.36,39.48,5090,1.0859,3762,1328,1319,9,0,0,3,1,18,4,81.82,0,1,,,,,,458,0.7661,,,,,0,,,,,,0,,,,,0,0,0,0,0,0,,,0,0,,57804,56.5342,0:00:17
2023-11-20,5507,10,96.46,0,2,1080,1.94,38.79,5320,1.0352,5153,167,167,0,0,0,15,5,97,21,82.2,1,1,,,,,,533,1.6941,,,,,0,,,,,,0,,,,,0,0,0,0,0,0,,,0,0,,5507,23.3343,0:00:15
2023-12-25,5421,2,208.73,1,1,1855,1.62,41.21,5131,1.0565,3870,1261,1261,0,0,0,2,0,129,51,71.67,0,0,,,,,,28,0.0854,,,,,0,,,,,,0,,,,,0,0,0,0,0,0,,,0,0,,5421,62.6483,0:00:41
2025-03-05,5406,0,115.11,,,1753,4.34,27.67,5146,1.0505,3386,1760,1760,0,0,0,0,0,99,-2,102.06,0,0,,,,,,6,0.0333,,,,,0,,,,,,0,,,,,0,0,0,0,0,0,,,0,0,,5406,27.0074,0:00:17
2025-01-24,5352,0,141.3,,,3667,3.33,24.75,4996,1.0713,3095,1901,1901,0,0,0,2,2,112,0,100,0,0,,,,,,42,0.1743,,,,,0,,,,,,0,,,,,0,0,0,0,0,0,,,0,0,,5352,32.5469,0:00:21
2025-05-20,5333,0,127.58,,,3932,2.57,20.53,5150,1.0355,3528,1622,1605,17,0,0,0,0,72,11,86.75,3,0,,,,,,8,0.0105,,,,,0,,,,,,0,,,,,0,0,0,0,0,0,,,0,0,,5948,29.7724,0:00:19
2024-04-05,5281,3,113.26,0,2,3273,1.99,29.37,4935,1.0701,3267,1668,1668,0,0,0,3,0,108,27,80,1,0,,,,,,50,0.1563,,,,,0,,,,,,0,,,,,0,0,0,0,0,0,,,0,0,,5281,29.8065,0:00:20
2025-01-03,5255,1,120.41,,,4429,1.54,27.71,4893,1.074,3045,1848,1848,0,0,0,2,1,111,13,89.52,0,2,,,,,,3,0.0232,,,,,0,,,,,,0,,,,,0,0,0,0,0,0,,,0,0,,5255,28.2891,0:00:19
2024-01-12,5237,1,101.1,,,1253,2.79,30.24,4985,1.0506,3490,1495,1495,0,0,0,2,1,74,14,84.09,0,0,,,,,,21,0.052,,,,,0,,,,,,0,,,,,0,0,0,0,0,0,,,0,0,,5237,26.3661,0:00:18
2023-11-23,5222,7,100.18,3,3,1765,2.55,34.76,4902,1.0653,4639,263,263,0,0,0,14,7,76,15,83.52,1,0,,,,,,418,1.5472,,,,,0,,,,,,0,,,,,0,0,0,0,0,0,,,0,0,,5222,22.951,0:00:15
2024-01-07,5191,0,132.67,,,6280,2.09,44.44,4981,1.0422,3863,1118,1118,0,0,0,1,1,178,-10,105.95,0,0,,,,,,13,0.0948,,,,,0,,,,,,0,,,,,0,0,0,0,0,0,,,0,0,,5191,47.295,0:00:32
2025-04-26,5117,0,126.28,,,3226,2.76,87.39,4902,1.0439,3120,1782,1765,17,0,0,0,0,60,9,86.96,0,0,,,,,,16,0.0332,,,,,0,,,,,,0,,,,,0,0,0,0,0,0,,,0,0,,7468,28.0423,0:00:19
2024-12-06,5062,1,104.9,,,4799,2.73,59.57,4759,1.0637,3063,1696,1696,0,0,0,2,1,47,2,95.92,0,0,,,,,,15,0.0529,,,,,0,,,,,,0,,,,,0,0,0,0,0,0,,,0,0,,5062,23.4991,0:00:16
2025-01-31,4981,2,125.19,,,3747,4.27,30.63,4559,1.0926,2708,1851,1851,0,0,0,3,1,115,23,83.33,0,0,,,,,,2,0.0029,,,,,0,,,,,,0,,,,,0,0,0,0,0,0,,,0,0,,4981,28.7304,0:00:20
2023-11-22,4934,10,126.84,3,2,1227,3.18,36.38,4715,1.0464,4479,236,236,0,0,0,12,2,67,11,85.9,0,2,,,,,,313,1.128,,,,,0,,,,,,0,,,,,0,0,0,0,0,0,,,0,0,,4934,27.4405,0:00:20
2024-02-10,4912,2,115.08,0,1,2951,1.8,29.7,4661,1.0539,3059,1602,1602,0,0,0,3,1,32,4,88.89,0,0,,,,,,39,0.1285,,,,,0,,,,,,0,,,,,0,0,0,0,0,0,,,0,0,,4912,25.2895,0:00:18
2025-01-10,4903,-1,120.1,,,4495,2.22,41.13,4559,1.0755,2899,1660,1660,0,0,0,0,1,71,10,87.65,1,0,,,,,,4,0.0342,,,,,0,,,,,,0,,,,,0,0,0,0,0,0,,,0,0,,4903,25.8589,0:00:18
2023-12-23,4853,1,119.9,,,1926,2.65,39.57,4515,1.0749,3267,1248,1248,0,0,0,1,0,130,-160,-433.33,0,0,,,,,,28,0.0904,,,,,0,,,,,,0,,,,,0,0,0,0,0,0,,,0,0,,4853,29.2567,0:00:21
